,AAPL,TSLA,NVDA,IBM
2011-10-10,388.81,27.88,14.78,186.62
2011-10-07,369.8,26.99,14.15,182.39
2011-10-06,377.37,26.96,13.89,181.69
2011-10-05,378.25,25.37,13.36,176.85
2011-10-04,372.5,23.66,12.9,174.74
2011-10-03,374.6,23.73,11.81,173.29
2011-09-30,381.32,24.39,12.51,174.87
2011-09-29,390.57,24.12,13.09,179.17
2011-09-28,397.01,24.59,13.42,177.55
2011-09-27,399.26,26.19,13.84,177.71
2011-09-26,403.17,25.52,13.82,174.51
2011-09-23,404.3,26.38,13.79,169.34
2011-09-22,401.82,25.63,13.51,168.62
2011-09-21,412.14,25.85,14.465,173.02
2011-09-20,413.45,26.01,14.75,174.72
2011-09-19,411.63,25.77,15.14,173.13
2011-09-16,400.5,25.8,15.46,172.99
2011-09-15,392.96,24.82,15.495,170.09
2011-09-14,389.3,24.34,15.28,167.24
2011-09-13,384.62,24.08,14.53,163.43
2011-09-12,379.94,22.88,14.21,162.42
2011-09-09,377.48,22.97,13.88,161.37
2011-09-08,384.14,23.61,14.18,165.25
2011-09-07,383.93,23.84,14.25,167.31
2011-09-06,379.74,22.94,13.18,165.11
2011-09-02,374.05,23.07,12.92,166.98
2011-09-01,381.03,24.0,13.28,170.33
2011-08-31,384.83,24.74,13.31,171.91
2011-08-30,389.99,24.63,13.68,172.51
2011-08-29,389.97,24.71,13.36,172.62
2011-08-26,383.58,23.73,13.01,169.14
2011-08-25,373.72,23.11,12.48,165.58
2011-08-24,376.18,23.87,13.04,166.76
2011-08-23,373.6,22.96,13.23,164.32
2011-08-22,356.44,21.95,11.94,158.98
2011-08-19,356.03,22.3,11.73,157.54
2011-08-18,366.05,24.26,11.94,163.83
2011-08-17,380.44,25.83,12.81,171.48
2011-08-16,380.48,26.1,12.99,171.24
2011-08-15,383.41,26.23,13.37,172.99
2011-08-12,376.99,26.31,12.88,168.2
2011-08-11,373.7,25.3,13.41,166.73
2011-08-10,363.69,23.82,12.34,162.54
2011-08-09,374.01,25.06,12.93,170.61
2011-08-08,353.21,23.64,11.93,166.22
2011-08-05,373.62,24.24,12.95,172.98
2011-08-04,377.37,24.75,13.4,171.48
2011-08-03,392.57,27.2,14.81,178.83
2011-08-02,388.91,27.34,14.42,178.05
2011-08-01,396.75,28.77,14.57,180.75
2011-07-29,390.48,28.17,13.83,181.85
2011-07-28,391.82,28.17,13.83,181.8
2011-07-27,392.59,27.64,13.855,181.35
2011-07-26,403.41,28.0,14.4,182.93
2011-07-25,398.5,28.49,14.76,183.7
2011-07-22,393.3,29.29,15.0,185.18
2011-07-21,387.29,28.7,14.7,184.9
2011-07-20,386.9,28.69,14.04,183.65
2011-07-19,376.85,27.89,14.221,185.21
2011-07-18,373.8,27.23,13.795,175.28
2011-07-15,364.92,27.58,14.1,175.54
2011-07-14,357.77,27.61,14.08,174.23
2011-07-13,358.02,28.64,14.66,174.32
2011-07-12,353.75,28.17,14.69,174.05
2011-07-11,354.0,28.35,14.89,174.99
2011-07-08,359.71,28.81,15.43,176.49
2011-07-07,357.2,29.73,15.725,176.48
2011-07-06,351.76,28.96,15.67,177.71
2011-07-05,349.43,29.14,15.88,175.43
2011-07-01,343.26,29.02,16.145,174.54
2011-06-30,335.67,29.13,15.935,171.55
2011-06-29,334.04,28.29,15.74,170.54
2011-06-28,335.26,28.11,15.5,170.01
2011-06-27,332.04,27.46,15.41,167.62
2011-06-24,326.35,27.565,15.74,165.07
2011-06-23,331.23,27.71,16.21,166.12
2011-06-22,322.61,27.21,15.74,165.68
2011-06-21,325.3,27.53,15.96,166.22
2011-06-20,315.32,26.01,15.62,165.02
2011-06-17,320.26,26.5,15.805,164.44
2011-06-16,325.16,26.5,16.19,162.67
2011-06-15,326.75,27.32,16.77,162.33
2011-06-14,332.44,28.6,17.14,164.12
2011-06-13,326.6,28.43,16.995,163.17
2011-06-10,325.9,27.86,17.12,163.18
2011-06-09,331.49,27.62,17.37,164.84
2011-06-08,332.24,27.12,17.57,164.34
2011-06-07,332.04,28.37,18.06,163.69
2011-06-06,338.04,28.7,18.07,164.75
2011-06-03,343.44,30.13,18.46,165.05
2011-06-02,346.102,28.76,19.045,166.09
2011-06-01,345.51,28.517,19.14,166.56
2011-05-31,347.83,30.14,20.04,168.93
2011-05-27,337.41,29.55,19.5,167.5
2011-05-26,335.0,29.48,18.82,167.18
2011-05-25,336.78,28.98,18.36,167.75
2011-05-24,332.19,26.72,18.141,167.99
2011-05-23,334.4,26.82,18.07,168.26
2011-05-20,335.22,27.97,18.09,170.16
2011-05-19,340.53,28.2,17.78,170.59
2011-05-18,339.87,26.35,18.04,170.44
2011-05-17,336.14,25.96,17.63,170.5
2011-05-16,333.3,26.6,17.701,168.86
2011-05-13,340.5,27.55,18.26,169.92
2011-05-12,346.57,27.67,20.5,172.24
2011-05-11,347.23,27.07,19.87,169.5
2011-05-10,349.45,28.33,19.78,170.38
2011-05-09,347.6,27.91,19.75,169.1
2011-05-06,346.66,27.12,19.32,168.89
2011-05-05,346.75,26.44,18.66,168.46
2011-05-04,349.57,26.69,18.65,170.62
2011-05-03,348.2,26.87,18.79,172.87
2011-05-02,346.28,27.45,19.73,172.15
2011-04-29,350.13,27.6,20.0,170.58
2011-04-28,346.75,27.66,19.51,170.78
2011-04-27,350.15,27.08,19.3,170.37
2011-04-26,350.42,26.93,19.3,168.49
2011-04-25,353.009,26.39,18.81,167.67
2011-04-21,350.696,26.74,18.52,168.28
2011-04-20,342.41,25.75,18.57,164.75
2011-04-19,337.86,25.16,18.02,165.4
2011-04-18,331.85,25.03,18.09,165.94
2011-04-15,327.46,25.58,18.71,166.21
2011-04-14,332.42,25.14,18.51,164.97
2011-04-13,336.13,24.93,17.76,163.95
2011-04-12,332.4,24.65,17.37,163.25
2011-04-11,330.8,25.27,17.32,163.95
2011-04-08,335.06,26.49,17.55,164.05
2011-04-07,338.08,27.24,18.1,164.38
2011-04-06,338.04,26.49,17.46,164.04
2011-04-05,338.89,26.7,17.58,163.99
2011-04-04,341.19,25.83,17.55,164.25
2011-04-01,344.56,26.66,18.2,164.27
2011-03-31,348.5075,27.75,18.46,163.07
2011-03-30,348.63,23.71,18.45,163.6
2011-03-29,350.96,23.92,19.17,162.88
2011-03-28,350.44,23.25,19.32,161.37
2011-03-25,351.54,22.75,18.63,162.18
2011-03-24,344.97,22.33,19.23,160.04
2011-03-23,339.19,22.21,17.81,159.53
2011-03-22,341.2,22.19,17.445,158.0
2011-03-21,339.3,22.73,17.76,157.68
2011-03-18,330.67,22.96,17.62,155.89
2011-03-17,334.64,22.81,17.86,154.18
2011-03-16,330.01,22.82,17.53,153.0
2011-03-15,345.43,22.95,17.66,159.02
2011-03-14,353.56,23.25,18.2,161.39
2011-03-11,351.99,24.07,18.05,162.43
2011-03-10,346.67,24.01,17.92,162.02
2011-03-09,352.47,24.72,19.14,165.86
2011-03-08,355.76,24.66,19.55,162.28
2011-03-07,355.36,24.94,20.47,159.93
2011-03-04,360.0,24.95,20.755,161.83
2011-03-03,359.56,24.36,20.87,163.48
2011-03-02,352.12,24.02,20.75,160.16
2011-03-01,349.31,23.94,21.65,159.97
2011-02-28,353.21,23.89,22.66,161.88
2011-02-25,348.16,23.61,23.12,162.28
2011-02-24,342.88,22.53,22.65,160.77
2011-02-23,342.62,21.83,22.11,160.18
2011-02-22,338.61,21.87,23.21,161.95
2011-02-18,350.56,23.18,25.63,164.84
2011-02-17,358.3,23.6,25.68,164.24
2011-02-16,363.13,24.73,23.38,163.4
2011-02-15,359.9,22.84,22.55,162.84
2011-02-14,359.18,23.08,23.11,163.22
2011-02-11,356.85,23.25,23.47,163.85
2011-02-10,354.54,23.215,22.82,164.09
2011-02-09,358.16,23.21,23.29,164.65
2011-02-08,355.2,24.49,23.872,166.05
2011-02-07,351.88,23.07,24.601,164.82
2011-02-04,346.5,23.46,25.67,164.0
2011-02-03,343.44,23.63,25.095,163.53
2011-02-02,344.32,23.94,25.58,163.3
2011-02-01,345.03,23.91,24.47,163.56
2011-01-31,339.32,24.1,23.92,162.0
2011-01-28,336.1,24.01,23.76,159.21
2011-01-27,343.21,24.92,24.471,161.07
2011-01-26,343.85,24.75,24.54,161.04
2011-01-25,341.4,24.68,23.97,161.44
2011-01-24,337.45,24.49,24.73,159.63
2011-01-21,326.72,23.04,22.219,155.5
2011-01-20,332.68,22.62,22.429,155.8
2011-01-19,338.84,24.03,22.41,155.69
2011-01-18,340.65,25.64,23.035,150.65
2011-01-14,348.48,25.75,23.59,150.0
2011-01-13,345.68,26.22,23.39,148.82
2011-01-12,344.42,26.96,23.3525,149.1
2011-01-11,341.64,26.96,20.31,147.28
2011-01-10,342.455,28.45,20.631,147.64
2011-01-07,336.12,28.24,19.87,147.93
2011-01-06,333.73,27.88,19.33,148.66
2011-01-05,334.0,26.83,16.98,147.05
2011-01-04,331.29,26.67,15.77,147.64
2011-01-03,329.57,26.62,15.82,147.48
2010-12-31,322.56,26.63,15.4,146.76
2010-12-30,323.66,26.5,14.99,146.67
2010-12-29,325.29,27.73,14.94,146.52
2010-12-28,325.47,26.41,14.94,145.71
2010-12-27,324.68,25.549,15.0,145.34
2010-12-23,323.6,30.09,14.92,145.89
2010-12-22,325.16,32.63,15.03,145.95
2010-12-21,324.205,32.26,14.87,145.74
2010-12-20,322.21,31.7,14.31,144.51
2010-12-17,320.61,31.36,14.37,145.0
2010-12-16,321.25,30.81,14.2875,144.55
2010-12-15,320.36,29.6,14.27,144.72
2010-12-14,320.29,28.53,14.5925,145.82
2010-12-13,321.67,30.55,14.5685,144.28
2010-12-10,320.56,31.52,14.9475,144.82
2010-12-09,319.7575,32.05,14.8625,144.3
2010-12-08,321.01,32.37,15.11,144.98
2010-12-07,318.21,31.56,14.98,144.02
2010-12-06,320.15,30.31,14.5125,144.99
2010-12-03,317.44,31.49,14.79,145.38
2010-12-02,318.15,32.35,14.38,145.18
2010-12-01,316.4,34.35,14.21,144.41
2010-11-30,311.15,35.33,13.609,141.46
2010-11-29,316.87,34.33,13.75,142.89
2010-11-26,315.0,35.32,13.6,143.9
2010-11-24,314.795,35.47,13.77,145.81
2010-11-23,308.73,34.57,13.44,143.18
2010-11-22,313.36,33.4,13.76,145.39
2010-11-19,306.73,30.99,13.752,145.05
2010-11-18,308.43,29.89,13.32,144.36
2010-11-17,300.5,29.49,12.92,141.95
2010-11-16,301.59,29.67,12.7125,142.24
2010-11-15,307.035,30.8,13.1005,143.64
2010-11-12,308.03,29.84,13.26,143.74
2010-11-11,316.655,28.035,12.611,145.43
2010-11-10,318.03,29.36,12.74,146.55
2010-11-09,316.08,24.63,12.59,146.14
2010-11-08,318.62,24.98,12.6575,146.46
2010-11-05,317.13,24.44,12.605,146.92
2010-11-04,318.27,24.9,12.4,146.79
2010-11-03,312.8,21.77,12.38,144.17
2010-11-02,309.36,21.25,12.285,143.84
2010-11-01,304.18,21.41,12.04,143.32
2010-10-29,300.98,21.84,12.0205,143.6
2010-10-28,305.24,21.19,12.05,140.9
2010-10-27,307.83,21.0,12.04,141.43
2010-10-26,308.05,21.36,11.87,140.67
2010-10-25,308.84,20.85,11.91,139.84
2010-10-22,307.47,20.72,11.8,139.67
2010-10-21,309.52,20.75,11.09,139.83
2010-10-20,310.53,20.65,11.29,139.07
2010-10-19,309.49,20.05,11.2875,138.03
2010-10-18,318.0,20.23,11.36,142.83
2010-10-15,314.74,20.54,11.2895,141.06
2010-10-14,302.31,20.75,11.16,141.5
2010-10-13,300.14,20.54,11.34,140.37
2010-10-12,298.54,20.24,11.015,139.85
2010-10-11,295.36,20.24,10.81,139.66
2010-10-08,294.07,20.43,10.86,138.85
2010-10-07,289.22,20.43,10.7,138.72
2010-10-06,289.19,20.46,10.78,137.84
2010-10-05,288.94,21.12,11.32,137.66
2010-10-04,278.64,20.99,11.24,135.25
2010-10-01,282.52,20.6,11.35,135.64
2010-09-30,283.75,20.405,11.682,134.14
2010-09-29,287.37,21.98,11.88,135.48
2010-09-28,286.86,21.4,11.971,134.89
2010-09-27,291.164,20.53,11.995,134.65
2010-09-24,292.32,20.1,12.26,134.11
2010-09-23,288.92,19.56,11.62,131.67
2010-09-22,287.75,19.87,11.39,132.57
2010-09-21,283.77,20.77,11.29,131.98
2010-09-20,283.23,21.055,10.7099,131.79
2010-09-17,275.37,20.23,10.55,130.19
2010-09-16,276.57,20.94,10.565,129.67
2010-09-15,270.22,21.98,10.56,129.43
2010-09-14,268.06,21.12,10.54,128.85
2010-09-13,267.04,20.72,10.64,129.61
2010-09-10,263.41,20.17,10.07,127.99
2010-09-09,263.07,20.71,10.18,126.36
2010-09-08,262.92,20.9,10.32,126.08
2010-09-07,257.81,20.54,9.99,125.95
2010-09-03,258.77,21.05,9.899,127.58
2010-09-02,252.17,21.06,9.57,125.04
2010-09-01,250.33,20.45,9.401,125.77
2010-08-31,243.1,19.48,9.325,123.13
2010-08-30,242.5,19.87,9.64,123.4
2010-08-27,241.62,19.7,10.12,124.73
2010-08-26,240.28,19.75,9.8,122.78
2010-08-25,242.89,19.9,9.92,125.27
2010-08-24,239.93,19.2,9.72,124.9
2010-08-23,245.8,20.13,9.82,126.47
2010-08-20,249.64,19.1,9.97,127.5
2010-08-19,249.88,18.79,9.88,128.9
2010-08-18,253.07,18.77,9.32,129.3925
2010-08-17,251.97,19.15,9.27,128.45
2010-08-16,247.64,18.78,9.15,127.77
2010-08-13,249.1,18.32,9.39,127.87
2010-08-12,251.79,17.6,8.961,128.3
2010-08-11,250.19,17.9,8.8825,129.83
2010-08-10,259.41,19.03,9.2425,131.84
2010-08-09,261.75,19.6,9.64,132.0
2010-08-06,260.091,19.59,9.55,130.14
2010-08-05,261.7,20.45,9.44,131.83
2010-08-04,262.98,21.26,9.32,131.27
2010-08-03,261.93,21.95,8.94,130.37
2010-08-02,261.85,20.92,9.18,130.76
2010-07-30,257.25,19.94,9.19,128.4
2010-07-29,258.11,20.35,9.13,128.02
2010-07-28,260.96,20.72,10.13,128.43
2010-07-27,264.08,20.55,10.46,128.63
2010-07-26,259.28,20.95,10.55,128.41
2010-07-23,259.94,21.29,10.36,128.38
2010-07-22,259.024,21.0,10.54,127.47
2010-07-21,254.24,20.22,10.37,125.27
2010-07-20,251.89,20.3,10.72,126.55
2010-07-19,245.58,21.91,10.46,129.79
2010-07-16,249.9,20.64,10.05,128.03
2010-07-15,251.45,19.89,10.72,130.72
2010-07-14,252.727,19.84,11.03,130.72
2010-07-13,251.798,18.14,10.92,130.48
2010-07-12,257.285,17.05,10.54,128.67
2010-07-09,259.62,17.4,10.35,127.96
2010-07-08,258.09,17.46,10.31,127.97
2010-07-07,258.665,15.8,10.63,127.0
2010-07-06,248.63,16.11,10.14,123.46
2010-07-02,246.94,19.2,10.25,121.86
2010-07-01,248.48,21.96,10.38,122.57
2010-06-30,251.53,23.83,10.21,123.48
2010-06-29,256.17,23.89,10.48,125.09
2010-06-28,268.3,,11.1,128.98
2010-06-25,266.7,,11.08,127.12
2010-06-24,269.0,,11.11,128.19
2010-06-23,270.97,,11.69,130.11
2010-06-22,273.85,,11.56,129.3
2010-06-21,270.17,,12.01,130.65
2010-06-18,274.074,,12.3,130.15
2010-06-17,271.87,,12.22,130.98
2010-06-16,267.25,,11.77,130.35
2010-06-15,259.69,,11.9225,129.79
2010-06-14,254.28,,11.36,128.5
2010-06-11,253.51,,11.61,128.45
2010-06-10,250.51,,11.35,127.68
2010-06-09,243.2,,10.91,123.9
2010-06-08,249.33,,11.18,123.72
2010-06-07,250.94,,11.5025,124.13
2010-06-04,255.965,,12.095,125.28
2010-06-03,263.12,,12.7,127.96
2010-06-02,263.95,,12.72,127.41
2010-06-01,260.83,,12.58,124.34
2010-05-28,256.88,,13.14,125.26
2010-05-27,253.35,,13.5,126.39
2010-05-26,244.109,,12.75,123.23
2010-05-25,245.22,,12.69,124.52
2010-05-24,246.76,,12.36,124.45
2010-05-21,242.32,,12.73,125.42
2010-05-20,237.76,,12.46,123.8
2010-05-19,248.34,,12.76,128.86
2010-05-18,252.36,,12.56,129.95
2010-05-17,254.22,,12.99,130.44
2010-05-14,253.82,,12.96,131.19
2010-05-13,258.36,,14.65,131.48
2010-05-12,262.09,,14.68,132.68
2010-05-11,256.52,,14.4,126.89
2010-05-10,253.99,,14.56,126.27
2010-05-07,235.86,,13.96,122.1
2010-05-06,246.25,,14.2,123.92
2010-05-05,255.985,,14.5,127.46
2010-05-04,258.68,,14.75,128.12
2010-05-03,266.35,,15.54,129.6
2010-04-30,261.09,,15.71,129.0
2010-04-29,268.64,,16.65,130.46
2010-04-28,261.6,,16.16,130.1
2010-04-27,262.04,,16.13,128.82
2010-04-26,269.5,,16.6,130.73
2010-04-23,270.83,,16.44,129.99
2010-04-22,266.4695,,16.67,129.13
2010-04-21,259.22,,16.6,128.99
2010-04-20,244.59,,17.04,129.69
2010-04-19,247.07,,16.98,132.23
2010-04-16,247.4,,17.06,130.63
2010-04-15,248.92,,18.01,130.89
2010-04-14,245.69,,17.88,131.25
2010-04-13,242.43,,17.66,129.03
2010-04-12,242.29,,17.3,128.36
2010-04-09,241.79,,16.99,128.76
2010-04-08,239.95,,16.88,127.61
2010-04-07,240.6,,17.16,128.48
2010-04-06,239.54,,17.05,128.93
2010-04-05,238.49,,17.48,129.35
2010-04-01,235.97,,17.22,128.25
2010-03-31,235.0,,17.4,128.25
2010-03-30,235.845,,17.63,128.77
2010-03-29,232.39,,17.56,128.59
2010-03-26,230.9,,17.34,129.26
2010-03-25,226.65,,17.34,129.24
2010-03-24,229.37,,17.29,128.53
2010-03-23,228.36,,17.89,129.37
2010-03-22,224.75,,17.53,127.98
2010-03-19,222.2499,,17.25,127.71
2010-03-18,224.65,,17.46,128.38
2010-03-17,224.12,,18.1,127.76
2010-03-16,224.45,,17.755,128.67
2010-03-15,223.84,,17.16,127.83
2010-03-12,226.6,,17.25,127.94
2010-03-11,225.5,,17.19,127.6
2010-03-10,224.84,,17.59,125.62
2010-03-09,223.02,,17.55,125.55
2010-03-08,219.08,,16.92,126.41
2010-03-05,218.95,,17.17,127.25
2010-03-04,210.71,,16.66,126.72
2010-03-03,209.33,,16.63,126.88
2010-03-02,208.85,,16.84,127.42
2010-03-01,208.99,,16.85,128.57
2010-02-26,204.62,,16.2,127.16
2010-02-25,202.0,,16.4,127.07
2010-02-24,200.656,,16.55,127.59
2010-02-23,197.059,,16.21,126.46
2010-02-22,200.416,,16.61,126.85
2010-02-19,201.67,,16.58,127.19
2010-02-18,202.928,,16.67,127.81
2010-02-17,202.55,,17.84,126.33
2010-02-16,203.4,,17.67,125.23
2010-02-12,200.38,,17.35,124.0
2010-02-11,198.67,,17.12,123.73
2010-02-10,195.116,,16.37,122.81
2010-02-09,196.19,,16.06,123.21
2010-02-08,194.12,,16.19,121.88
2010-02-05,195.46,,16.22,122.97
2010-02-04,192.05,,15.9,123.0
2010-02-03,199.23,,16.88,125.66
2010-02-02,195.86,,16.74,125.53
2010-02-01,194.73,,16.57,124.67
2010-01-29,192.063,,15.39,122.39
2010-01-28,199.29,,16.09,123.75
2010-01-27,207.884,,16.65,126.33
2010-01-26,205.94,,16.21,125.75
2010-01-25,203.075,,16.74,126.12
2010-01-22,197.75,,16.46,125.5
2010-01-21,208.072,,17.05,129.0
2010-01-20,211.725,,17.355,130.25
2010-01-19,215.04,,17.43,134.14
2010-01-15,205.93,,17.11,131.78
2010-01-14,209.43,,17.63,132.31
2010-01-13,210.65,,17.91,130.23
2010-01-12,207.72,,17.67,130.51
2010-01-11,210.11,,18.29,129.48
2010-01-08,211.98,,18.55,130.85
2010-01-07,210.58,,18.51,129.55
2010-01-06,210.97,,18.88,130.0
2010-01-05,214.38,,18.76,130.85
2010-01-04,214.01,,18.49,132.45
2009-12-31,210.732,,18.68,130.9
2009-12-30,211.64,,18.67,132.57
2009-12-29,209.1,,18.02,131.85
2009-12-28,211.61,,17.8,132.31
2009-12-24,209.04,,18.09,130.57
2009-12-23,202.1,,18.13,130.0
2009-12-22,200.36,,17.88,129.93
2009-12-21,198.23,,17.42,128.65
2009-12-18,195.43,,16.82,127.91
2009-12-17,191.86,,16.83,127.4
2009-12-16,195.03,,16.91,128.71
2009-12-15,194.17,,15.65,128.49
2009-12-14,196.98,,15.67,129.93
2009-12-11,194.67,,15.21,129.68
2009-12-10,196.43,,15.41,129.34
2009-12-09,197.8,,15.69,128.39
2009-12-08,189.87,,15.31,126.8
2009-12-07,188.95,,16.09,127.04
2009-12-04,193.32,,14.26,127.25
2009-12-03,196.48,,13.83,127.55
2009-12-02,196.23,,13.72,127.21
2009-12-01,196.97,,13.32,127.94
2009-11-30,199.91,,13.06,126.35
2009-11-27,200.59,,12.79,125.7
2009-11-25,204.19,,13.07,127.28
2009-11-24,204.44,,12.92,127.93
2009-11-23,205.88,,13.0,128.2
2009-11-20,199.92,,12.9,126.96
2009-11-19,200.51,,12.98,127.54
2009-11-18,205.96,,13.52,128.15
2009-11-17,207.0,,13.73,128.63
2009-11-16,206.63,,13.75,128.21
2009-11-13,204.45,,13.56,127.03
2009-11-12,201.99,,13.46,126.26
2009-11-11,203.25,,13.5,127.19
2009-11-10,202.98,,13.13,126.91
2009-11-09,201.46,,13.46,126.0
2009-11-06,194.34,,13.16,123.49
2009-11-05,194.0301,,12.27,122.55
2009-11-04,190.81,,11.98,121.29
2009-11-03,188.75,,12.01,121.16
2009-11-02,189.31,,12.07,120.56
2009-10-30,188.5,,11.96,120.61
2009-10-29,196.35,,12.55,122.87
2009-10-28,192.4,,12.02,121.5
2009-10-27,197.37,,12.54,120.65
2009-10-26,202.48,,12.98,120.11
2009-10-23,203.94,,13.15,120.36
2009-10-22,205.2,,13.47,122.69
2009-10-21,204.92,,13.38,120.87
2009-10-20,198.76,,13.71,122.82
2009-10-19,189.86,,13.7,123.06
2009-10-16,188.05,,13.22,121.64
2009-10-15,190.56,,13.53,127.98
2009-10-14,191.29,,13.94,128.35
2009-10-13,190.02,,13.96,127.02
2009-10-12,190.81,,14.01,127.04
2009-10-09,190.47,,14.17,125.93
2009-10-08,189.27,,13.99,122.29
2009-10-07,190.25,,13.9,122.78
2009-10-06,190.01,,14.01,121.35
2009-10-05,186.024,,13.78,119.75
2009-10-02,184.9,,13.85,119.02
2009-10-01,180.8599,,13.96,117.9
2009-09-30,185.35,,15.03,119.61
2009-09-29,185.38,,14.56,118.81
2009-09-28,186.1519,,14.83,119.33
2009-09-25,182.37,,14.5,121.08
2009-09-24,183.82,,14.74,120.94
2009-09-23,185.5,,14.94,120.82
2009-09-22,184.48,,15.18,121.61
2009-09-21,184.02,,15.15,121.57
2009-09-18,185.02,,15.22,122.11
2009-09-17,184.55,,15.24,121.88
2009-09-16,181.87,,15.94,121.82
2009-09-15,175.16,,16.38,119.35
2009-09-14,173.72,,16.05,118.88
2009-09-11,172.16,,16.318,118.05
2009-09-10,172.56,,16.47,117.67
2009-09-09,171.14,,15.96,116.76
2009-09-08,172.93,,15.53,117.16
2009-09-04,170.31,,15.11,117.46
2009-09-03,166.55,,14.57,116.33
2009-09-02,165.18,,14.23,116.09
2009-09-01,165.298,,14.03,116.69
2009-08-31,168.21,,14.52,118.05
2009-08-28,170.05,,14.73,118.22
2009-08-27,169.45,,14.01,119.43
2009-08-26,167.41,,13.82,119.47
2009-08-25,169.4,,13.66,118.83
2009-08-24,169.06,,13.54,119.32
2009-08-21,169.22,,13.93,119.9
2009-08-20,166.33,,13.7,118.95
2009-08-19,164.6,,13.18,118.57
2009-08-18,164.0,,13.33,117.63
2009-08-17,159.59,,12.86,116.86
2009-08-14,166.78,,13.42,118.57
2009-08-13,168.42,,13.83,119.58
2009-08-12,165.31,,13.43,119.29
2009-08-11,162.83,,12.95,117.79
2009-08-10,164.72,,13.26,118.7
2009-08-07,165.51,,13.71,119.33
2009-08-06,163.91,,13.12,117.38
2009-08-05,165.11,,13.4,117.92
2009-08-04,165.55,,13.37,119.6
2009-08-03,166.43,,13.28,119.92
2009-07-31,163.39,,12.93,117.93
2009-07-30,162.79,,12.88,117.86
2009-07-29,160.03,,12.78,117.26
2009-07-28,160.0,,13.04,117.28
2009-07-27,160.1,,13.02,117.63
2009-07-24,159.986,,12.96,117.64
2009-07-23,157.82,,13.0,117.06
2009-07-22,156.74,,12.27,115.57
2009-07-21,151.51,,11.97,117.04
2009-07-20,152.909,,12.22,116.44
2009-07-17,151.75,,12.07,115.42
2009-07-16,147.52,,11.73,110.64
2009-07-15,146.88,,11.15,107.22
2009-07-14,142.27,,10.71,103.25
2009-07-13,142.34,,10.49,103.62
2009-07-10,138.52,,10.37,100.83
2009-07-09,136.36,,10.33,102.08
2009-07-08,137.22,,10.11,100.68
2009-07-07,135.4,,10.09,100.19
2009-07-06,138.61,,10.55,101.65
2009-07-02,140.02,,10.9,101.73
2009-07-01,142.83,,11.34,104.84
2009-06-30,142.43,,11.29,104.42
2009-06-29,141.97,,11.57,105.83
2009-06-26,142.44,,11.57,105.68
2009-06-25,139.86,,11.42,106.06
2009-06-24,136.22,,10.85,104.15
2009-06-23,134.01,,10.5,104.44
2009-06-22,137.37,,10.55,104.52
2009-06-19,139.48,,11.18,105.89
2009-06-18,135.88,,11.06,106.33
2009-06-17,135.58,,11.28,107.0
2009-06-16,136.35,,11.01,107.32
2009-06-15,136.09,,11.32,107.62
2009-06-12,136.97,,11.51,108.21
2009-06-11,139.95,,11.57,109.4
2009-06-10,140.25,,11.72,108.35
2009-06-09,142.72,,11.36,108.14
2009-06-08,143.85,,10.77,107.49
2009-06-05,144.67,,10.83,107.24
2009-06-04,143.74,,10.89,106.33
2009-06-03,140.95,,10.51,106.49
2009-06-02,139.49,,10.85,106.83
2009-06-01,139.35,,10.94,108.37
2009-05-29,135.81,,10.43,106.28
2009-05-28,135.07,,10.51,104.69
2009-05-27,133.05,,10.37,102.93
2009-05-26,130.78,,10.35,105.02
2009-05-22,122.5,,9.82,101.89
2009-05-21,124.18,,9.67,102.82
2009-05-20,125.87,,9.73,104.05
2009-05-19,127.45,,9.45,105.51
2009-05-18,126.65,,9.27,104.58
2009-05-15,122.42,,8.74,101.37
2009-05-14,122.95,,8.52,101.05
2009-05-13,119.49,,8.4,102.26
2009-05-12,124.42,,8.98,103.94
2009-05-11,129.57,,9.43,102.9
2009-05-08,129.19,,9.25,101.49
2009-05-07,129.06,,10.73,102.59
2009-05-06,132.5,,11.56,104.62
2009-05-05,132.71,,11.8,105.85
2009-05-04,132.07,,12.3,106.19
2009-05-01,127.24,,11.67,104.61
2009-04-30,125.83,,11.48,103.21
2009-04-29,125.14,,10.88,104.04
2009-04-28,123.902,,11.05,101.94
2009-04-27,124.73,,11.02,99.95
2009-04-24,123.9,,11.43,100.08
2009-04-23,125.4,,11.17,101.42
2009-04-22,121.51,,11.35,102.55
2009-04-21,121.76,,11.02,102.31
2009-04-20,120.5,,11.05,100.43
2009-04-17,123.42,,11.76,101.27
2009-04-16,121.45,,11.68,101.43
2009-04-15,117.64,,11.39,98.85
2009-04-14,118.31,,11.72,99.27
2009-04-13,120.22,,11.65,99.95
2009-04-09,119.57,,12.04,101.7
2009-04-08,116.32,,11.41,101.19
2009-04-07,115.0,,10.96,98.75
2009-04-06,118.45,,11.35,101.56
2009-04-03,115.99,,11.32,102.22
2009-04-02,112.71,,10.58,100.82
2009-04-01,108.69,,10.11,97.61
2009-03-31,105.12,,9.86,96.89
2009-03-30,104.49,,9.79,94.52
2009-03-27,106.85,,10.46,94.15
2009-03-26,109.87,,10.56,98.78
2009-03-25,106.49,,9.94,97.95
2009-03-24,106.83,,9.74,98.3
2009-03-23,107.66,,10.22,98.71
2009-03-20,101.59,,9.53,92.51
2009-03-19,101.62,,10.08,92.66
2009-03-18,101.52,,10.2,91.95
